Open,High,Low,Close,NYSE_Close,RUSS_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
0.03424945663605128,0.03630020601193962,0.041379861135375506,1098.51,0.10004568042309225,0.013321415679735937,0.012039907540691452,0.03422118207312075,0.15007976039326754,0.0782173070560992,0.10624489078936183,0.725019011406844,0.02123424021234266,0.0826977117623442,0.2840305478161518
0.035386264160014336,0.03459597098790501,0.03693239958270744,1087.24,0.08722878116578103,0.0026728775976760932,0.009173797211473433,0.02891412055217424,0.15323762086141213,0.06203034169856814,0.10207434727797393,0.725171102661597,0.040145985401460305,0.08109193095142508,0.29144701236745574
0.03001772818781856,0.03250076439953287,0.0371470357743624,1093.48,0.09512080319790728,0.0077951767880776734,0.012196998599004305,0.03304479003750416,0.15971611811049224,0.07981237298549115,0.09995276404804043,0.7249429657794675,0.03218314532183175,0.06824568446407087,0.2790194231193248
0.033292935767870846,0.0404705693648717,0.04153959039428179,1109.3,0.11139497459807468,0.022053388796259676,0.0170010996374082,0.04076801028480115,0.18781130969821258,0.10421097405359436,0.10124818365040189,0.7250950570342196,0.02123424021234266,0.04496186270574043,0.265990498907575
0.040849951422762154,0.038881620827756924,0.04556277110298046,1110.32,0.11097288193485055,0.021597882324630058,0.017951660837199235,0.042491574565940216,0.17583097307679751,0.10666855711517576,0.09744634126206275,0.7260836501901142,0.037159920371599764,0.04696908871938987,0.2704002886407826
0.040960126601296,0.03917234327303343,0.045817339609362184,1109.8,0.10995236184448931,0.019715695206009187,0.01624610077551686,0.04186292062098107,0.17459387309958663,0.11165461505742247,0.09414851455034912,0.7253992395437265,0.0255474452554747,0.05901244480128476,0.2737677644370502
0.03945773780310691,0.03683653879891535,0.0386794383519935,1094.9,0.09480839908861305,0.007279509084345992,0.010424113798045087,0.0365513323389548,0.15037275775629122,0.11047308473935447,0.08624502734533324,0.7260836501901142,0.03118779031187824,0.07105580088317964,0.2637856040409712
0.033558357788884274,0.030931865686230298,0.03788578359680339,1091.38,0.09020286828626212,0.006420062911459745,0.008696112156603764,0.03574330548620808,0.14506624995930562,0.11756226664776226,0.08303037563444216,0.7259315589353603,0.03915063039150679,0.09072661581694064,0.2623824891258595
0.03365851704209677,0.039813937635023056,0.04190397276616131,1106.24,0.10434574942968888,0.015126252642796933,0.01350021319500777,0.04325716303356375,0.17895627828238414,0.135757833546009,0.08303037563444216,0.7290494296577945,0.024552090245521185,0.07788036932958642,0.2637856040409712
0.039152252080808414,0.03739793386565615,0.04328662916356785,1105.65,0.10211448985797411,0.013209687677260773,0.012405384696766164,0.04228164602086382,0.16870137057655366,0.13978685193062068,0.07706536251575824,0.7268441064638784,0.023888520238885658,0.08149337615415497,0.2576319429132672
0.03948277761641006,0.03921244292065784,0.04684060517422972,1110.63,0.11070352016950347,0.012874503669835169,0.013506625074938883,0.0440182247401073,0.1819839177002962,0.16607590150763296,0.07955192261497235,0.7266159695817489,0.023888520238885658,0.06382978723404253,0.23291707590851685
0.03897196542502568,0.03635033057147008,0.036353381019172515,1091.49,0.08820625891219491,0.012874503669835169,0.0074778549696878915,0.0352770490949873,0.14321059999348873,0.1494990311451394,0.05719895149842247,0.7266159695817489,0.02023888520238959,0.09273384183059008,0.2152779169756862
0.03176049919371793,0.03222507932211549,0.0376062573937177,1095.63,0.09129836536285374,0.0021658043556732065,0.008465284479082846,0.037252980306325956,0.12530520558648295,0.1518620917812754,0.07358753020524977,0.7256273764258552,0.012939615129396564,0.09995985547972719,0.2106676822546052
0.035676725994330916,0.03976381307549259,0.043915563120510814,1108.86,0.10792104090272292,0.0103047596129055,0.013468153795352045,0.0444245015470206,0.1648598495946867,0.17180632355026249,0.08765589881450797,0.7265399239543724,0.0056403450564035396,0.07547169811320753,0.2186854817695285
0.04075480013221011,0.04141792353999685,0.0471101482986338,1109.24,0.10935671134276825,0.01622634374409132,0.014946092119479004,0.04335505424191466,0.16980824950353202,0.19465711990169665,0.08993638353855016,0.7253231939163491,0.008626410086264524,0.07025291047771942,0.2369259756659785
0.041536042307268484,0.04227004105201426,0.04384069003039848,1099.92,0.10028033062073993,0.009943792220293235,0.013040160809948687,0.038458796288961206,0.1651202916951524,0.18473226522992592,0.11282378507083224,0.7252471482889735,0.009289980092900052,0.08510638297872353,0.25093708031830664
0.03644795224406805,0.043197345403327314,0.042732568296737106,1105.98,0.10384312592940215,0.021984633102428763,0.016440060143433743,0.039746093971033236,0.16818048637562244,0.13035823999243834,0.11561200972526808,0.725171102661597,0.040145985401460305,0.09634684865515863,0.2962576920764095
0.03899700523832883,0.03898186994681785,0.04488392175262934,1103.25,0.10009705354328724,0.02264640665555112,0.01568025237159415,0.039814561232365486,0.16437152065631389,0.12642374403327183,0.12461291037397104,0.7268441064638784,0.042468480424684873,0.09875551987153708,0.2716029585680211
0.03775503049849249,0.035132303774880524,0.03878426067815055,1091.94,0.08628601498706645,0.0176100520824381,0.013016116260206878,0.0339218499967181,0.13585311065533734,0.09133229358665362,0.12292892696179725,0.7261596958174898,0.0643662906436635,0.13127258129265318,0.25336246467157086
0.03176049919371793,0.032124830203054566,0.037426561977448314,1095.95,0.08786330862332525,0.01789366931949049,0.01473770602171709,0.03681218694617905,0.1296025002441643,0.09156859965026709,0.11450280281131497,0.7265399239543724,0.05806237558062399,0.1264552388598954,0.2475495600232518
0.03557656674111831,0.03674130213580751,0.0438157323336944,1102.35,0.09298395909033463,0.015616136961342064,0.015880623619442147,0.04070406978454877,0.1427873815802323,0.09443971832317222,0.10569494264959556,0.725171102661597,0.05938951559389549,0.1264552388598954,0.25035578985347473
